Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Score per Map,Match Durations,Score per Half,Sides Chosen by Non-Picker,Match URL
Champions Tour 2023: Pacific League,Rex Regum Qeon,Gen.G,2023-03-27 05:00:00,Bo3,GEN ban Icebox; RRQ ban Split; GEN pick Fracture; RRQ pick Lotus; GEN ban Ascent; RRQ ban Pearl; Haven remains,Fracture: 9-13; Lotus: 6-13,1:12:25; 39:05,"Team 1: 5 / 4, Team 2: 5 / 8; Team 1: 2 / 4, Team 2: 5 / 8",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/184460/rex-regum-qeon-vs-gen-g-champions-tour-2023-pacific-league-w1
Champions Tour 2023: Pacific League,ZETA DIVISION,Rex Regum Qeon,2023-04-01 05:00:00,Bo3,ZETA ban Fracture; RRQ ban Pearl; ZETA pick Haven; RRQ pick Ascent; ZETA ban Icebox; RRQ ban Split; Lotus remains,Haven: 10-13; Ascent: 13-10; Lotus: 13-5,1:06:39; 58:14; 43:45,"Team 1: 3 / 7, Team 2: 9 / 4; Team 1: 6 / 7, Team 2: 6 / 4; Team 1: 7 / 6, Team 2: 5 / 0",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/184461/zeta-division-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w2
Champions Tour 2023: Pacific League,Talon Esports,T1,2023-04-01 08:30:00,Bo3,T1 ban Split; TLN ban Pearl; T1 pick Ascent; TLN pick Haven; T1 ban Icebox; TLN ban Fracture; Lotus remains,Ascent: 8-13; Haven: 6-13,57:56; 41:33,"Team 1: 4 / 4, Team 2: 5 / 8; Team 1: 3 / 3, Team 2: 4 / 9",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/184462/talon-esports-vs-t1-champions-tour-2023-pacific-league-w2
Champions Tour 2023: Pacific League,Team Secret,Paper Rex,2023-04-02 05:00:00,Bo3,TS ban Pearl; PRX ban Icebox; TS pick Haven; PRX pick Fracture; TS ban Ascent; PRX ban Lotus; Split remains,Haven: 11-13; Fracture: 13-11; Split: 13-10,1:01:36; 57:55; 55:12,"Team 1: 5 / 6, Team 2: 7 / 6; Team 1: 5 / 8, Team 2: 7 / 4; Team 1: 8 / 5, Team 2: 3 / 7",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/184463/team-secret-vs-paper-rex-champions-tour-2023-pacific-league-w2
Champions Tour 2023: Pacific League,Gen.G,DetonatioN FocusMe,2023-04-02 08:30:00,Bo3,DFM ban Icebox; GEN ban Split; DFM pick Lotus; GEN pick Fracture; DFM ban Ascent; GEN ban Haven; Pearl remains,Lotus: 13-8; Fracture: 4-13; Pearl: 13-8,57:19; 45:21; 51:23,"Team 1: 5 / 8, Team 2: 7 / 1; Team 1: 0 / 4, Team 2: 5 / 8; Team 1: 8 / 5, Team 2: 1 / 7",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/184465/gen-g-vs-detonation-focusme-champions-tour-2023-pacific-league-w2
Champions Tour 2023: Pacific League,Global Esports,DRX,2023-04-03 05:00:00,Bo3,DRX ban Lotus; GE ban Ascent; DRX pick Haven; GE pick Split; DRX ban Fracture; GE ban Icebox; Pearl remains,Haven: 11-13; Split: 15-17,1:11:31; 1:23:20,"Team 1: 5 / 6, Team 2: 7 / 6; Team 1: 6 / 6 / 3, Team 2: 6 / 6 / 5",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/184466/global-esports-vs-drx-champions-tour-2023-pacific-league-w2
Champions Tour 2023: Pacific League,Rex Regum Qeon,DetonatioN FocusMe,2023-04-08 05:00:00,Bo3,RRQ ban Lotus; DFM ban Icebox; RRQ pick Haven; DFM pick Pearl; RRQ ban Fracture; DFM ban Split; Ascent remains,Haven: 13-4; Pearl: 13-7,49:43; 49:25,"Team 1: 3 / 10, Team 2: 2 / 2; Team 1: 4 / 9, Team 2: 4 / 3",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/184467/rex-regum-qeon-vs-detonation-focusme-champions-tour-2023-pacific-league-w3
Champions Tour 2023: Pacific League,T1,Paper Rex,2023-04-08 07:10:00,Bo3,T1 ban Icebox; PRX ban Haven; T1 pick Pearl; PRX pick Fracture; T1 ban Ascent; PRX ban Split; Lotus remains,Pearl: 3-13; Fracture: 6-13,45:21; 42:34,"Team 1: 2 / 1, Team 2: 2 / 11; Team 1: 1 / 5, Team 2: 6 / 7",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/184468/t1-vs-paper-rex-champions-tour-2023-pacific-league-w3
Champions Tour 2023: Pacific League,ZETA DIVISION,Global Esports,2023-04-09 05:00:00,Bo3,GE ban Fracture; ZETA ban Split; GE pick Pearl; ZETA pick Ascent; GE ban Icebox; ZETA ban Lotus; Haven remains,Pearl: 9-13; Ascent: 14-12; Haven: 13-8,1:09:53; 1:03:28; 48:00,"Team 1: 3 / 6, Team 2: 9 / 4; Team 1: 5 / 7 / 2, Team 2: 7 / 5 / 0; Team 1: 5 / 8, Team 2: 4 / 4",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/184469/zeta-division-vs-global-esports-champions-tour-2023-pacific-league-w3
Champions Tour 2023: Pacific League,Talon Esports,DRX,2023-04-09 08:45:00,Bo3,TLN ban Haven; DRX ban Lotus; TLN pick Split; DRX pick Pearl; TLN ban Fracture; DRX ban Icebox; Ascent remains,Split: 3-13; Pearl: 10-13,38:57; 49:19,"Team 1: 1 / 2, Team 2: 11 / 2; Team 1: 5 / 5, Team 2: 7 / 6",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/184470/talon-esports-vs-drx-champions-tour-2023-pacific-league-w3
Champions Tour 2023: Pacific League,Team Secret,Gen.G,2023-04-10 05:00:00,Bo3,GEN ban Icebox; TS ban Pearl; GEN pick Haven; TS pick Fracture; GEN ban Ascent; TS ban Split; Lotus remains,Haven: 8-13; Fracture: 11-13,1:03:34; 54:53,"Team 1: 3 / 5, Team 2: 6 / 7; Team 1: 5 / 6, Team 2: 7 / 6",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/184471/team-secret-vs-gen-g-champions-tour-2023-pacific-league-w3
Champions Tour 2023: Pacific League,Paper Rex,DRX,2023-04-15 05:00:00,Bo3,DRX ban Lotus; PRX ban Haven; DRX pick Ascent; PRX pick Split; DRX ban Pearl; PRX ban Icebox; Fracture remains,Ascent: 5-13; Split: 10-13,51:25; 57:07,"Team 1: 2 / 3, Team 2: 4 / 9; Team 1: 5 / 5, Team 2: 7 / 6",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/184472/paper-rex-vs-drx-champions-tour-2023-pacific-league-w4
Champions Tour 2023: Pacific League,Team Secret,Rex Regum Qeon,2023-04-15 07:40:00,Bo3,TS ban Pearl; RRQ ban Lotus; TS pick Icebox; RRQ pick Split; TS ban Ascent; RRQ ban Fracture; Haven remains,Icebox: 10-13; Split: 7-13,56:54; 47:01,"Team 1: 5 / 5, Team 2: 7 / 6; Team 1: 5 / 2, Team 2: 3 / 10",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/184473/team-secret-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w4
Champions Tour 2023: Pacific League,T1,Gen.G,2023-04-16 05:00:00,Bo3,T1 ban Pearl; GEN ban Icebox; T1 pick Ascent; GEN pick Haven; T1 ban Split; GEN ban Fracture; Lotus remains,Ascent: 5-13; Haven: 5-13,57:31; 43:59,"Team 1: 3 / 2, Team 2: 9 / 4; Team 1: 0 / 5, Team 2: 6 / 7",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/184474/t1-vs-gen-g-champions-tour-2023-pacific-league-w4
Champions Tour 2023: Pacific League,ZETA DIVISION,DetonatioN FocusMe,2023-04-16 07:15:00,Bo3,ZETA ban Lotus; DFM ban Split; ZETA pick Ascent; DFM pick Haven; ZETA ban Fracture; DFM ban Icebox; ZETA ban Pearl,Ascent: 13-9; Haven: 13-5,1:00:56; 43:17,"Team 1: 10 / 3, Team 2: 2 / 7; Team 1: 9 / 4, Team 2: 3 / 2",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/184475/zeta-division-vs-detonation-focusme-champions-tour-2023-pacific-league-w4
Champions Tour 2023: Pacific League,Talon Esports,Global Esports,2023-04-17 05:00:00,Bo3,GE ban Fracture; TLN ban Pearl; GE pick Split; TLN pick Icebox; GE ban Ascent; TLN ban Lotus; Haven remains,Split: 6-13; Icebox: 11-13,58:56; 56:37,"Team 1: 3 / 3, Team 2: 9 / 4; Team 1: 6 / 5, Team 2: 6 / 7",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/184476/talon-esports-vs-global-esports-champions-tour-2023-pacific-league-w4
Champions Tour 2023: Pacific League,Paper Rex,Global Esports,2023-04-22 04:00:00,Bo3,PRX ban Haven; GE ban Fracture; PRX pick Icebox; GE pick Split; PRX ban Ascent; GE ban Lotus; Pearl remains,Icebox: 7-13; Split: 13-6; Pearl: 13-7,57:55; 45:19; 45:51,"Team 1: 6 / 1, Team 2: 6 / 7; Team 1: 9 / 4, Team 2: 3 / 3; Team 1: 8 / 5, Team 2: 4 / 3",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/184477/paper-rex-vs-global-esports-champions-tour-2023-pacific-league-w5
Champions Tour 2023: Pacific League,Gen.G,DRX,2023-04-22 07:30:00,Bo3,GEN ban Icebox; DRX ban Lotus; GEN pick Haven; DRX pick Fracture; GEN ban Ascent; DRX ban Split; Pearl remains,Haven: 7-13; Fracture: 13-10; Pearl: 4-13,52:09; 52:23; 43:48,"Team 1: 6 / 1, Team 2: 2 / 11; Team 1: 6 / 7, Team 2: 6 / 4; Team 1: 3 / 1, Team 2: 9 / 4",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/184478/gen-g-vs-drx-champions-tour-2023-pacific-league-w5
Champions Tour 2023: Pacific League,T1,Rex Regum Qeon,2023-04-23 04:00:00,Bo3,RRQ ban Lotus; T1 ban Split; RRQ pick Haven; T1 pick Fracture; RRQ ban Icebox; T1 ban Ascent; Pearl remains,Haven: 13-9; Fracture: 13-4,1:09:19; 35:39,"Team 1: 7 / 6, Team 2: 5 / 4; Team 1: 9 / 4, Team 2: 3 / 1",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/184479/t1-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w5
Champions Tour 2023: Pacific League,Team Secret,DetonatioN FocusMe,2023-04-23 06:20:00,Bo3,DFM ban Icebox; TS ban Lotus; DFM pick Ascent; TS pick Haven; DFM ban Split; TS ban Pearl; Fracture remains,Ascent: 13-11; Haven: 13-8,55:23; 50:02,"Team 1: 6 / 7, Team 2: 6 / 5; Team 1: 4 / 9, Team 2: 5 / 3",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/184480/team-secret-vs-detonation-focusme-champions-tour-2023-pacific-league-w5
Champions Tour 2023: Pacific League,ZETA DIVISION,Talon Esports,2023-04-24 06:00:00,Bo3,TLN ban Lotus; ZETA ban Icebox; TLN pick Haven; ZETA pick Ascent; TLN ban Fracture; ZETA ban Pearl; Split remains,Haven: 8-13; Ascent: 14-16,1:00:46; 1:14:59,"Team 1: 4 / 4, Team 2: 8 / 5; Team 1: 6 / 6 / 2, Team 2: 6 / 6 / 4",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/184481/zeta-division-vs-talon-esports-champions-tour-2023-pacific-league-w5
Champions Tour 2023: Pacific League,T1,DetonatioN FocusMe,2023-04-29 04:00:00,Bo3,T1 ban Haven; DFM ban Bind; T1 pick Lotus; DFM pick Split; T1 ban Ascent; DFM ban Pearl; Fracture remains,Lotus: 13-9; Split: 9-13; Fracture: 13-10,1:09:01; 57:49; 56:48,"Team 1: 6 / 7, Team 2: 4 / 5; Team 1: 4 / 5, Team 2: 6 / 7; Team 1: 6 / 7, Team 2: 6 / 4",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/184482/t1-vs-detonation-focusme-champions-tour-2023-pacific-league-w6
Champions Tour 2023: Pacific League,ZETA DIVISION,Team Secret,2023-04-29 08:00:00,Bo3,ZETA ban Haven; TS ban Pearl; ZETA pick Split; TS pick Lotus; ZETA ban Ascent; TS ban Bind; Fracture remains,Split: 13-9; Lotus: 10-13; Fracture: 13-9,1:05:11; 1:00:01; 50:13,"Team 1: 8 / 5, Team 2: 4 / 5; Team 1: 6 / 4, Team 2: 6 / 7; Team 1: 7 / 6, Team 2: 5 / 4",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/184483/zeta-division-vs-team-secret-champions-tour-2023-pacific-league-w6
Champions Tour 2023: Pacific League,Global Esports,Gen.G,2023-04-30 04:00:00,Bo3,GE ban Fracture; GEN ban Split; GE pick Pearl; GEN pick Lotus; GE ban Ascent; GEN ban Bind; Haven remains,Pearl: 13-8; Lotus: 13-8,56:36; 47:49,"Team 1: 8 / 5, Team 2: 1 / 7; Team 1: 7 / 6, Team 2: 5 / 3",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/184484/global-esports-vs-gen-g-champions-tour-2023-pacific-league-w6
Champions Tour 2023: Pacific League,Rex Regum Qeon,DRX,2023-04-30 06:20:00,Bo3,DRX ban Lotus; RRQ ban Bind; DRX pick Haven; RRQ pick Split; DRX ban Fracture; RRQ ban Ascent; Pearl remains,Haven: 13-8; Split: 10-13; Pearl: 2-13,53:34; 54:47; 38:45,"Team 1: 6 / 7, Team 2: 6 / 2; Team 1: 6 / 4, Team 2: 6 / 7; Team 1: 0 / 2, Team 2: 3 / 10",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/184485/rex-regum-qeon-vs-drx-champions-tour-2023-pacific-league-w6
Champions Tour 2023: Pacific League,Talon Esports,Paper Rex,2023-05-01 06:00:00,Bo3,TLN ban Bind; PRX ban Haven; TLN pick Pearl; PRX pick Split; TLN ban Ascent; PRX ban Lotus; Fracture remains,Pearl: 13-11; Split: 4-13; Fracture: 10-13,1:16:07; 37:31; 51:11,"Team 1: 9 / 4, Team 2: 3 / 8; Team 1: 3 / 1, Team 2: 9 / 4; Team 1: 6 / 4, Team 2: 6 / 7",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/184486/talon-esports-vs-paper-rex-champions-tour-2023-pacific-league-w6
Champions Tour 2023: Pacific League,Talon Esports,Gen.G,2023-05-06 04:00:00,Bo3,GEN ban Pearl; TLN ban Split; GEN pick Fracture; TLN pick Lotus; GEN ban Bind; TLN ban Ascent; Haven remains,Fracture: 13-8; Lotus: 13-7,1:04:44; 49:09,"Team 1: 7 / 6, Team 2: 5 / 3; Team 1: 6 / 7, Team 2: 2 / 5",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/184488/talon-esports-vs-gen-g-champions-tour-2023-pacific-league-w7
Champions Tour 2023: Pacific League,ZETA DIVISION,Paper Rex,2023-05-06 06:30:00,Bo3,PRX ban Haven; ZETA ban Pearl; PRX pick Split; ZETA pick Ascent; PRX ban Fracture; ZETA ban Bind; Lotus remains,Split: 6-13; Ascent: 10-13,51:20; 52:40,"Team 1: 1 / 5, Team 2: 6 / 7; Team 1: 6 / 4, Team 2: 5 / 8",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/184489/zeta-division-vs-paper-rex-champions-tour-2023-pacific-league-w7
Champions Tour 2023: Pacific League,Rex Regum Qeon,Global Esports,2023-05-07 04:00:00,Bo3,RRQ ban Lotus; GE ban Haven; RRQ pick Fracture; GE pick Pearl; RRQ ban Split; GE ban Ascent; Bind remains,Fracture: 13-10; Pearl: 13-11,1:08:34; 56:52,"Team 1: 7 / 6, Team 2: 4 / 6; Team 1: 8 / 5, Team 2: 4 / 7",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/184490/rex-regum-qeon-vs-global-esports-champions-tour-2023-pacific-league-w7
Champions Tour 2023: Pacific League,Team Secret,T1,2023-05-07 07:00:00,Bo3,TS ban Pearl; T1 ban Haven; TS pick Lotus; T1 pick Bind; TS ban Ascent; T1 ban Split; Fracture remains,Lotus: 4-13; Bind: 8-13,46:21; 51:51,"Team 1: 2 / 2, Team 2: 10 / 3; Team 1: 3 / 5, Team 2: 6 / 7",Team 2: Defense; Team 1: Defense,https://www.vlr.gg/184491/team-secret-vs-t1-champions-tour-2023-pacific-league-w7
Champions Tour 2023: Pacific League,DRX,DetonatioN FocusMe,2023-05-08 06:00:00,Bo3,DFM ban Haven; DRX ban Lotus; DFM pick Fracture; DRX pick Ascent; DFM ban Split; DRX ban Bind; Pearl remains,Fracture: 13-8; Ascent: 13-4,1:03:37; 42:29,"Team 1: 5 / 8, Team 2: 7 / 1; Team 1: 9 / 4, Team 2: 3 / 1",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/184492/drx-vs-detonation-focusme-champions-tour-2023-pacific-league-w7
Champions Tour 2023: Pacific League,Paper Rex,Gen.G,2023-05-12 04:00:00,Bo3,PRX ban Haven; GEN ban Pearl; PRX pick Split; GEN pick Ascent; PRX ban Fracture; GEN ban Bind; Lotus remains,Split: 13-7; Ascent: 13-2,48:45; 32:58,"Team 1: 9 / 4, Team 2: 3 / 4; Team 1: 10 / 3, Team 2: 2 / 0",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/184493/paper-rex-vs-gen-g-champions-tour-2023-pacific-league-w8
Champions Tour 2023: Pacific League,ZETA DIVISION,T1,2023-05-12 07:45:00,Bo3,ZETA ban Pearl; T1 ban Split; ZETA pick Fracture; T1 pick Lotus; ZETA ban Ascent; T1 ban Haven; Bind remains,Fracture: 11-13; Lotus: 13-10; Bind: 3-13,57:43; 59:57; 40:43,"Team 1: 6 / 5, Team 2: 6 / 7; Team 1: 3 / 10, Team 2: 9 / 1; Team 1: 3 / 0, Team 2: 9 / 4",Team 2: Defense; Team 1: Attack,https://www.vlr.gg/184494/zeta-division-vs-t1-champions-tour-2023-pacific-league-w8
Champions Tour 2023: Pacific League,Team Secret,DRX,2023-05-13 04:00:00,Bo3,TS ban Pearl; DRX ban Lotus; TS pick Haven; DRX pick Ascent; TS ban Split; DRX ban Bind; Fracture remains,Haven: 13-8; Ascent: 13-11,1:01:37; 57:29,"Team 1: 5 / 8, Team 2: 4 / 4; Team 1: 10 / 3, Team 2: 2 / 9",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/184495/team-secret-vs-drx-champions-tour-2023-pacific-league-w8
Champions Tour 2023: Pacific League,Global Esports,DetonatioN FocusMe,2023-05-13 06:30:00,Bo3,DFM ban Haven; GE ban Fracture; DFM pick Lotus; GE pick Pearl; DFM ban Ascent; GE ban Split; Bind remains,Lotus: 13-7; Pearl: 13-6,55:32; 51:41,"Team 1: 8 / 5, Team 2: 4 / 3; Team 1: 11 / 2, Team 2: 1 / 5",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/184496/global-esports-vs-detonation-focusme-champions-tour-2023-pacific-league-w8
Champions Tour 2023: Pacific League,Talon Esports,Rex Regum Qeon,2023-05-14 04:00:00,Bo3,RRQ ban Lotus; TLN ban Fracture; RRQ pick Split; TLN pick Ascent; RRQ ban Pearl; TLN ban Bind; Haven remains,Split: 13-3; Ascent: 4-13; Haven: 7-13,52:25; 40:34; 44:36,"Team 1: 9 / 4, Team 2: 3 / 0; Team 1: 1 / 3, Team 2: 4 / 9; Team 1: 4 / 3, Team 2: 8 / 5",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/184497/talon-esports-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w8
Champions Tour 2023: Pacific League,ZETA DIVISION,Gen.G,2023-05-14 07:00:00,Bo3,GEN ban Pearl; ZETA ban Bind; GEN pick Haven; ZETA pick Ascent; GEN ban Lotus; ZETA ban Split; Fracture remains,Haven: 13-8; Ascent: 4-13; Fracture: 13-4,54:29; 40:31; 42:29,"Team 1: 8 / 5, Team 2: 4 / 4; Team 1: 1 / 3, Team 2: 4 / 9; Team 1: 5 / 8, Team 2: 0 / 4",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/184498/zeta-division-vs-gen-g-champions-tour-2023-pacific-league-w8
Champions Tour 2023: Pacific League,T1,DRX,2023-05-15 04:00:00,Bo3,T1 ban Split; DRX ban Lotus; T1 pick Bind; DRX pick Pearl; T1 ban Haven; DRX ban Fracture; Ascent remains,Bind: 10-13; Pearl: 9-13,1:19:56; 58:06,"Team 1: 7 / 3, Team 2: 4 / 9; Team 1: 3 / 6, Team 2: 9 / 4",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/184499/t1-vs-drx-champions-tour-2023-pacific-league-w8
Champions Tour 2023: Pacific League,Team Secret,Global Esports,2023-05-15 07:00:00,Bo3,TS ban Pearl; GE ban Fracture; TS pick Haven; GE pick Lotus; TS ban Split; GE ban Ascent; Bind remains,Haven: 13-9; Lotus: 13-10,1:00:21; 54:56,"Team 1: 7 / 6, Team 2: 3 / 6; Team 1: 7 / 6, Team 2: 5 / 5",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/184500/team-secret-vs-global-esports-champions-tour-2023-pacific-league-w8
Champions Tour 2023: Pacific League,Talon Esports,DetonatioN FocusMe,2023-05-16 04:00:00,Bo3,TLN ban Ascent; DFM ban Haven; TLN pick Lotus; DFM pick Bind; TLN ban Split; DFM ban Pearl; Fracture remains,Lotus: 13-11; Bind: 13-4,1:10:57; 40:33,"Team 1: 7 / 6, Team 2: 5 / 6; Team 1: 10 / 3, Team 2: 2 / 2",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/184501/talon-esports-vs-detonation-focusme-champions-tour-2023-pacific-league-w8
Champions Tour 2023: Pacific League,Rex Regum Qeon,Paper Rex,2023-05-16 06:30:00,Bo3,RRQ ban Lotus; PRX ban Haven; RRQ pick Bind; PRX pick Pearl; RRQ ban Split; PRX ban Ascent; Fracture remains,Bind: 9-13; Pearl: 11-13,59:51; 57:23,"Team 1: 4 / 5, Team 2: 6 / 7; Team 1: 4 / 7, Team 2: 8 / 5",Team 2: Attack; Team 1: Attack,https://www.vlr.gg/184502/rex-regum-qeon-vs-paper-rex-champions-tour-2023-pacific-league-w8
Champions Tour 2023: Pacific League,ZETA DIVISION,Team Secret,2023-05-19 04:00:00,Bo3,Stats unavailable for Map 1 and Map 2 due to inaccessible Riot API.,Haven: 13-15; Ascent: 12-14,-; -,"Team 1: 3 / 9 / 1, Team 2: 9 / 3 / 3; Team 1: 5 / 7 / 0, Team 2: 7 / 5 / 2",Team 1: Attack; Team 2: Defense,https://www.vlr.gg/184513/zeta-division-vs-team-secret-champions-tour-2023-pacific-league-playoffs-ur1
Champions Tour 2023: Pacific League,T1,Gen.G,2023-05-19 07:15:00,Bo3,T1 ban Split; GEN ban Pearl; T1 pick Fracture; GEN pick Ascent; T1 ban Haven; GEN ban Bind; Lotus remains,Fracture: 13-8; Ascent: 11-13; Lotus: 13-7,53:00; 54:32; 47:54,"Team 1: 6 / 7, Team 2: 3 / 5; Team 1: 3 / 8, Team 2: 9 / 4; Team 1: 7 / 6, Team 2: 1 / 6",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/184514/t1-vs-gen-g-champions-tour-2023-pacific-league-playoffs-ur1
Champions Tour 2023: Pacific League,DRX,Team Secret,2023-05-20 04:00:00,Bo3,TS ban Pearl; DRX ban Lotus; TS pick Haven; DRX pick Split; TS ban Fracture; DRX ban Ascent; Bind remains,Haven: 9-13; Split: 13-5; Bind: 13-4,1:06:10; 43:48; 40:04,"Team 1: 5 / 4, Team 2: 5 / 8; Team 1: 10 / 3, Team 2: 2 / 3; Team 1: 3 / 10, Team 2: 2 / 2",Team 1: Defense; Team 2: Defense,https://www.vlr.gg/184515/drx-vs-team-secret-champions-tour-2023-pacific-league-playoffs-ubsf
Champions Tour 2023: Pacific League,Paper Rex,T1,2023-05-20 07:15:00,Bo3,T1 ban Split; PRX ban Haven; T1 pick Lotus; PRX pick Fracture; T1 ban Ascent; PRX ban Pearl; Bind remains,Lotus: 13-10; Fracture: 13-10,1:09:31; 48:03,"Team 1: 6 / 7, Team 2: 6 / 4; Team 1: 5 / 8, Team 2: 6 / 4",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/184516/paper-rex-vs-t1-champions-tour-2023-pacific-league-playoffs-ubsf
Champions Tour 2023: Pacific League,Team Secret,Gen.G,2023-05-21 04:00:00,Bo3,GEN ban Fracture; TS ban Pearl; GEN pick Ascent; TS pick Haven; GEN ban Lotus; TS ban Bind; Split remains,Ascent: 13-8; Haven: 8-13; Split: 12-14,1:05:01; 50:17; 1:02:21,"Team 1: 7 / 6, Team 2: 2 / 6; Team 1: 6 / 2, Team 2: 3 / 10; Team 1: 5 / 7 / 0, Team 2: 7 / 5 / 2",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/184518/team-secret-vs-gen-g-champions-tour-2023-pacific-league-playoffs-lr1
Champions Tour 2023: Pacific League,T1,ZETA DIVISION,2023-05-21 07:45:00,Bo3,ZETA ban Pearl; T1 ban Split; ZETA pick Haven; T1 pick Bind; ZETA ban Lotus; T1 ban Ascent; Fracture remains,Haven: 13-10; Bind: 12-14; Fracture: 13-10,56:05; 59:50; 55:10,"Team 1: 5 / 8, Team 2: 6 / 4; Team 1: 7 / 5 / 0, Team 2: 5 / 7 / 2; Team 1: 8 / 5, Team 2: 3 / 7",Team 1: Defense; Team 2: Attack,https://www.vlr.gg/184517/t1-vs-zeta-division-champions-tour-2023-pacific-league-playoffs-lr1
Champions Tour 2023: Pacific League,DRX,Paper Rex,2023-05-22 04:00:00,Bo3,PRX ban Haven; DRX ban Lotus; PRX pick Fracture; DRX pick Bind; PRX ban Split; DRX ban Ascent; Pearl remains,Fracture: 5-13; Bind: 6-13,51:35; 46:32,"Team 1: 5 / 0, Team 2: 7 / 6; Team 1: 2 / 4, Team 2: 5 / 8",Team 1: Attack; Team 2: Attack,https://www.vlr.gg/184519/drx-vs-paper-rex-champions-tour-2023-pacific-league-playoffs-uf
Champions Tour 2023: Pacific League,T1,Gen.G,2023-05-22 06:30:00,Bo3,T1 ban Split; GEN ban Pearl; T1 pick Fracture; GEN pick Ascent; T1 ban Haven; GEN ban Bind; Lotus remains,Fracture: 13-10; Ascent: 13-10,59:32; 56:07,"Team 1: 8 / 5, Team 2: 3 / 7; Team 1: 6 / 7, Team 2: 5 / 5",Team 2: Attack; Team 1: Defense,https://www.vlr.gg/184520/t1-vs-gen-g-champions-tour-2023-pacific-league-playoffs-lr2
Champions Tour 2023: Pacific League,DRX,T1,2023-05-27 03:00:00,Bo5,DRX ban Lotus; T1 ban Split; DRX pick Ascent; T1 pick Fracture; DRX pick Haven; T1 pick Bind; Pearl remains,Ascent: 11-13; Fracture: 13-11; Haven: 13-11; Bind: 6-13; Pearl: 13-9,1:18:05; 54:44; 56:27; 49:13; 56:41,"Team 1: 9 / 2, Team 2: 3 / 10; Team 1: 4 / 9, Team 2: 8 / 3; Team 1: 9 / 4, Team 2: 3 / 8; Team 1: 4 / 2, Team 2: 8 / 5; Team 1: 8 / 5, Team 2: 4 / 5",Team 2: Defense; Team 1: Attack; Team 2: Defense; Team 1: Attack,https://www.vlr.gg/184521/drx-vs-t1-champions-tour-2023-pacific-league-playoffs-lf
Champions Tour 2023: Pacific League,Paper Rex,DRX,2023-05-28 03:00:00,Bo5,PRX ban Haven; PRX ban Split; PRX pick Fracture; DRX pick Ascent; PRX pick Lotus; DRX pick Pearl; Bind remains,Fracture: 6-13; Ascent: 14-16; Pearl: 13-8; Bind: 13-6; Lotus: 13-3,1:03:44; 1:09:21; 51:33; 41:04; 36:49,"Team 1: 3 / 3, Team 2: 4 / 9; Team 1: 6 / 6 / 2, Team 2: 6 / 6 / 4; Team 1: 8 / 5, Team 2: 4 / 4; Team 1: 4 / 9, Team 2: 3 / 3; Team 1: 4 / 9, Team 2: 0 / 3",Team 2: Attack; Team 1: Attack; Team 1: Attack; Team 2: Attack,https://www.vlr.gg/184522/paper-rex-vs-drx-champions-tour-2023-pacific-league-playoffs-gf
