Match ID,Event,Year,Date,Match Format,Team 1,Team 2,Team A,Team B,Map Veto,Starting Sides,Veto Status
182,Champions Tour 2023: Americas League,2023,2023-05-18 15:00:00,Bo3,Sentinels,FURIA,Sentinels,FURIA,"[{'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Sentinels', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FURIA', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Sentinels', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 2: Defense; Team 1: Defense; Team 1: Defense & Team 2: Attack,Complete
183,Champions Tour 2023: Americas League,2023,2023-05-18 18:45:00,Bo3,NRG Esports,Evil Geniuses,NRG Esports,Evil Geniuses,"[{'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Defense; Team 1: Attack,Complete
184,Champions Tour 2023: Americas League,2023,2023-05-19 15:00:00,Bo3,Cloud9,KRÜ Esports,Cloud9,KRÜ Esports,"[{'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Cloud9', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'KRÜ Esports', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'KRÜ Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 2: Attack; Team 1: Defense; Team 1: Attack & Team 2: Defense,Complete
185,Champions Tour 2023: Americas League,2023,2023-05-19 18:40:00,Bo3,LEVIATÁN,LOUD,LEVIATÁN,LOUD,"[{'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'LEVIATÁN', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 2: Attack; Team 1: Defense,Complete
186,Champions Tour 2023: Americas League,2023,2023-05-20 15:00:00,Bo3,MIBR,100 Thieves,100 Thieves,MIBR,"[{'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Split'}, {'Team': '100 Thieves', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': '100 Thieves', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",Team 1: Attack; Team 2: Attack; Team 1: Defense & Team 2: Attack,Complete
187,Champions Tour 2023: Americas League,2023,2023-05-23 15:55:00,Bo3,LEVIATÁN,FURIA,FURIA,LEVIATÁN,"[{'Team': 'FURIA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'FURIA', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'LEVIATÁN', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 1: Defense; Team 2: Attack; Team 1: Defense & Team 2: Attack,Complete
188,Champions Tour 2023: Americas League,2023,2023-05-23 19:45:00,Bo3,NRG Esports,Evil Geniuses,NRG Esports,Evil Geniuses,"[{'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Defense; Team 1: Attack; Team 1: Defense & Team 2: Attack,Complete
189,Champions Tour 2023: Americas League,2023,2023-05-24 15:50:00,Bo3,LOUD,FURIA,FURIA,LOUD,"[{'Team': 'FURIA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'FURIA', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 1: Attack; Team 2: Defense,Complete
190,Champions Tour 2023: Americas League,2023,2023-05-24 18:10:00,Bo3,Cloud9,Evil Geniuses,Evil Geniuses,Cloud9,"[{'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'Cloud9', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 1: Attack; Team 2: Defense,Complete
191,Champions Tour 2023: Americas League,2023,2023-05-25 16:00:00,Bo3,FURIA,NRG Esports,NRG Esports,FURIA,"[{'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'FURIA', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'FURIA', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 1: Attack; Team 2: Attack,Complete
192,Champions Tour 2023: Americas League,2023,2023-05-25 18:30:00,Bo3,Cloud9,LEVIATÁN,LEVIATÁN,Cloud9,"[{'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'LEVIATÁN', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Cloud9', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'LEVIATÁN', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 1: Attack; Team 2: Defense; Team 1: Attack & Team 2: Defense,Complete
193,Champions Tour 2023: Americas League,2023,2023-05-26 16:00:00,Bo3,LOUD,Evil Geniuses,Evil Geniuses,LOUD,"[{'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 1: Attack; Team 2: Defense; Team 1: Attack & Team 2: Defense,Complete
194,Champions Tour 2023: Americas League,2023,2023-05-26 19:20:00,Bo3,Cloud9,NRG Esports,NRG Esports,Cloud9,"[{'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Cloud9', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Cloud9', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 1: Attack; Team 2: Attack; Team 1: Defense & Team 2: Attack,Complete
195,Champions Tour 2023: Americas League,2023,2023-05-27 16:00:00,Bo5,Evil Geniuses,NRG Esports,NRG Esports,Evil Geniuses,"[{'Team': 'NRG Esports', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Evil Geniuses', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Evil Geniuses', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Defense; Team 2: Defense; Team 1: Defense; Team 2: Attack,Complete
196,Champions Tour 2023: Americas League,2023,2023-05-28 16:00:00,Bo5,LOUD,NRG Esports,LOUD,NRG Esports,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'NRG Esports', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 2: Defense; Team 1: Defense; Team 2: Attack,Complete
197,Champions Tour 2023: Champions China Qualifier,2023,2023-06-01 05:00:00,Bo3,Weibo Gaming,Totoro Gaming,Weibo Gaming,Totoro Gaming,"[{'Team': 'Weibo Gaming', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Totoro Gaming', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Weibo Gaming', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Totoro Gaming', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'Weibo Gaming', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Totoro Gaming', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 2: Defense; Team 1: Defense,Complete
198,Champions Tour 2023: Champions China Qualifier,2023,2023-06-01 05:00:00,Bo3,Number One Player,Douyu Gaming,,,[],Team 1: Attack & Team 2: Defense; Team 1: Defense & Team 2: Attack,Missing
199,Champions Tour 2023: Champions China Qualifier,2023,2023-06-01 08:00:00,Bo3,Gank Gaming,Royal Never Give Up,Royal Never Give Up,Gank Gaming,"[{'Team': 'Royal Never Give Up', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Gank Gaming', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Royal Never Give Up', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Gank Gaming', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Royal Never Give Up', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Gank Gaming', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 1: Defense; Team 2: Attack; Team 1: Defense & Team 2: Attack,Complete
200,Champions Tour 2023: Champions China Qualifier,2023,2023-06-01 08:00:00,Bo3,Four Angry Men,Night Wings Gaming,,,[],Team 1: Attack & Team 2: Defense; Team 1: Defense & Team 2: Attack; Team 1: Attack & Team 2: Defense,Missing
201,Champions Tour 2023: Champions China Qualifier,2023,2023-06-02 05:00:00,Bo3,Invincible Gaming,Nova Esports,,,[],Team 1: Defense & Team 2: Attack; Team 1: Defense & Team 2: Attack,Missing
202,Champions Tour 2023: Champions China Qualifier,2023,2023-06-02 05:00:00,Bo3,TYLOO,Monarch Effect,TYLOO,Monarch Effect,"[{'Team': 'TYLOO', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Monarch Effect', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TYLOO', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Monarch Effect', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TYLOO', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Monarch Effect', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 2: Defense; Team 1: Defense; Team 1: Defense & Team 2: Attack,Complete
203,Champions Tour 2023: Champions China Qualifier,2023,2023-06-02 08:00:00,Bo3,Shenzhen NTER,Kingzone,,,[],Team 1: Attack & Team 2: Defense; Team 1: Attack & Team 2: Defense,Missing
204,Champions Tour 2023: Champions China Qualifier,2023,2023-06-02 09:00:00,Bo3,Dragon Ranger Gaming,Rare Atom,Rare Atom,Dragon Ranger Gaming,"[{'Team': 'Rare Atom', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Rare Atom', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Rare Atom', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 1: Attack; Team 2: Attack; Team 1: Attack & Team 2: Defense,Complete
205,Champions Tour 2023: Champions China Qualifier,2023,2023-06-03 05:00:00,Bo3,Totoro Gaming,Shenzhen NTER,Shenzhen NTER,Totoro Gaming,"[{'Team': 'Shenzhen NTER', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'Totoro Gaming', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Shenzhen NTER', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Totoro Gaming', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Shenzhen NTER', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Totoro Gaming', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Attack; Team 2: Defense,Complete
206,Champions Tour 2023: Champions China Qualifier,2023,2023-06-03 05:00:00,Bo3,Dragon Ranger Gaming,Royal Never Give Up,,,[],Team 1: Defense & Team 2: Attack; Team 1: Defense & Team 2: Attack,Missing
207,Champions Tour 2023: Champions China Qualifier,2023,2023-06-03 08:00:00,Bo3,Nova Esports,TYLOO,Nova Esports,TYLOO,"[{'Team': 'Nova Esports', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'TYLOO', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Nova Esports', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TYLOO', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Nova Esports', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'TYLOO', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Defense; Team 1: Defense,Complete
208,Champions Tour 2023: Champions China Qualifier,2023,2023-06-03 08:00:00,Bo3,Night Wings Gaming,Douyu Gaming,,,[],Team 1: Attack & Team 2: Defense; Team 1: Defense & Team 2: Attack,Missing
209,Champions Tour 2023: Champions China Qualifier,2023,2023-06-04 05:00:00,Bo3,Gank Gaming,Invincible Gaming,Gank Gaming,Invincible Gaming,"[{'Team': 'Gank Gaming', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Invincible Gaming', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Gank Gaming', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Invincible Gaming', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'Gank Gaming', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Invincible Gaming', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 2: Attack; Team 1: Defense,Complete
210,Champions Tour 2023: Champions China Qualifier,2023,2023-06-04 05:00:00,Bo3,Number One Player,Kingzone,,,[],Team 1: Defense & Team 2: Attack; Team 1: Attack & Team 2: Defense,Missing
211,Champions Tour 2023: Champions China Qualifier,2023,2023-06-04 07:00:00,Bo3,Weibo Gaming,Four Angry Men,,,[],Team 1: Defense & Team 2: Attack; Team 1: Defense & Team 2: Attack; Team 1: Defense & Team 2: Attack,Missing
212,Champions Tour 2023: Champions China Qualifier,2023,2023-06-04 08:00:00,Bo3,Rare Atom,Monarch Effect,Rare Atom,Monarch Effect,"[{'Team': 'Rare Atom', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Monarch Effect', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Rare Atom', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Monarch Effect', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Rare Atom', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Monarch Effect', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 2: Defense; Team 1: Defense; Team 1: Attack & Team 2: Defense,Complete
213,Champions Tour 2023: Champions China Qualifier,2023,2023-06-05 05:00:00,Bo3,Weibo Gaming,Shenzhen NTER,Shenzhen NTER,Weibo Gaming,"[{'Team': 'Shenzhen NTER', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'Weibo Gaming', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Shenzhen NTER', 'Action': 'pick', 'Map': 'Fracture'}, {'Team': 'Weibo Gaming', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Shenzhen NTER', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Weibo Gaming', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 1: Attack; Team 2: Attack,Complete
214,Champions Tour 2023: Champions China Qualifier,2023,2023-06-05 05:00:00,Bo3,Royal Never Give Up,Nova Esports,,,[],Team 1: Attack & Team 2: Defense; Team 1: Defense & Team 2: Attack; Team 1: Attack & Team 2: Defense,Missing
215,Champions Tour 2023: Champions China Qualifier,2023,2023-06-05 07:35:00,Bo3,Night Wings Gaming,Gank Gaming,Night Wings Gaming,Gank Gaming,"[{'Team': 'Night Wings Gaming', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Gank Gaming', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Night Wings Gaming', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'Gank Gaming', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Night Wings Gaming', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Gank Gaming', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]",Team 2: Defense; Team 1: Defense,Complete
216,Champions Tour 2023: Champions China Qualifier,2023,2023-06-05 08:00:00,Bo3,Number One Player,Monarch Effect,,,[],Team 1: Defense & Team 2: Attack; Team 1: Attack & Team 2: Defense; Team 1: Attack & Team 2: Defense,Missing
217,Champions Tour 2023: Champions China Qualifier,2023,2023-06-06 05:00:00,Bo3,Totoro Gaming,Douyu Gaming,Douyu Gaming,Totoro Gaming,"[{'Team': 'Douyu Gaming', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Totoro Gaming', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Douyu Gaming', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Totoro Gaming', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Douyu Gaming', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Totoro Gaming', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 1: Defense; Team 2: Defense,Complete
218,Champions Tour 2023: Champions China Qualifier,2023,2023-06-06 05:00:00,Bo3,Kingzone,Four Angry Men,,,[],Team 1: Defense & Team 2: Attack; Team 1: Defense & Team 2: Attack,Missing
219,Champions Tour 2023: Champions China Qualifier,2023,2023-06-06 07:15:00,Bo3,Invincible Gaming,Rare Atom,,,[],Team 1: Attack & Team 2: Defense; Team 1: Attack & Team 2: Defense,Missing
220,Champions Tour 2023: Champions China Qualifier,2023,2023-06-06 07:20:00,Bo3,Dragon Ranger Gaming,TYLOO,TYLOO,Dragon Ranger Gaming,"[{'Team': 'TYLOO', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TYLOO', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TYLOO', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Attack; Team 2: Defense,Complete
221,Champions Tour 2023: Champions China Qualifier,2023,2023-06-07 02:00:00,Bo3,Weibo Gaming,Night Wings Gaming,Weibo Gaming,Night Wings Gaming,"[{'Team': 'Weibo Gaming', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Night Wings Gaming', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Weibo Gaming', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Night Wings Gaming', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Weibo Gaming', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Night Wings Gaming', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",Team 2: Attack; Team 1: Attack,Complete
222,Champions Tour 2023: Champions China Qualifier,2023,2023-06-07 02:00:00,Bo3,Four Angry Men,Invincible Gaming,,,[],Team 1: Defense & Team 2: Attack; Team 1: Attack & Team 2: Defense; Team 1: Attack & Team 2: Defense,Missing
223,Champions Tour 2023: Champions China Qualifier,2023,2023-06-07 04:15:00,Bo3,Douyu Gaming,Royal Never Give Up,Royal Never Give Up,Douyu Gaming,"[{'Team': 'Royal Never Give Up', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Douyu Gaming', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Royal Never Give Up', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Douyu Gaming', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'Royal Never Give Up', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Douyu Gaming', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Pearl'}]",Team 1: Defense; Team 2: Attack,Complete
224,Champions Tour 2023: Champions China Qualifier,2023,2023-06-07 04:15:00,Bo3,Nova Esports,Gank Gaming,,,[],Team 1: Attack & Team 2: Defense; Team 1: Attack & Team 2: Defense; Team 1: Defense & Team 2: Attack,Missing
225,Champions Tour 2023: Champions China Qualifier,2023,2023-06-07 06:50:00,Bo3,Dragon Ranger Gaming,Monarch Effect,Monarch Effect,Dragon Ranger Gaming,"[{'Team': 'Monarch Effect', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Monarch Effect', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'pick', 'Map': 'Pearl'}, {'Team': 'Monarch Effect', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",Team 1: Defense; Team 2: Defense; Team 1: Attack & Team 2: Defense,Complete
226,Champions Tour 2023: Champions China Qualifier,2023,2023-06-07 07:15:00,Bo3,Shenzhen NTER,Number One Player,,,[],Team 1: Attack & Team 2: Defense; Team 1: Attack & Team 2: Defense,Missing
227,Champions Tour 2023: Champions China Qualifier,2023,2023-06-08 02:00:00,Bo3,Night Wings Gaming,Shenzhen NTER,Night Wings Gaming,Shenzhen NTER,"[{'Team': 'Night Wings Gaming', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Shenzhen NTER', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'Night Wings Gaming', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'Shenzhen NTER', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Night Wings Gaming', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Shenzhen NTER', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 2: Defense; Team 1: Attack; Team 1: Defense & Team 2: Attack,Complete
228,Champions Tour 2023: Champions China Qualifier,2023,2023-06-08 05:00:00,Bo3,Gank Gaming,Four Angry Men,Four Angry Men,Gank Gaming,"[{'Team': 'Four Angry Men', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Gank Gaming', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Four Angry Men', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'Gank Gaming', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Four Angry Men', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'Gank Gaming', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'Four Angry Men', 'Action': 'ban', 'Map': 'Ascent'}]",Team 1: Attack; Team 2: Attack; Team 1: Defense,Complete
229,Champions Tour 2023: Champions China Qualifier,2023,2023-06-08 09:00:00,Bo3,Dragon Ranger Gaming,Douyu Gaming,Douyu Gaming,Dragon Ranger Gaming,"[{'Team': 'Douyu Gaming', 'Action': 'ban', 'Map': 'Pearl'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'ban', 'Map': 'Fracture'}, {'Team': 'Douyu Gaming', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'Douyu Gaming', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'Dragon Ranger Gaming', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",Team 1: Attack; Team 2: Defense,Complete
