Match ID,Team X,Team Y,Team A,Team B,Map Name,Team X Score,Team Y Score,Team X Attack Rounds,Team X Defense Rounds,Team X Overtime Rounds,Team Y Attack Rounds,Team Y Defense Rounds,Team Y Overtime Rounds,Map Index,Side Picker,Side Picked,Overtime,Map Winner,Score Difference,Total Rounds Played,Map Picker,Team X Halftime Score,Team Y Halftime Score,Halftime Lead
401,Wolves Esports,Bilibili Gaming,Bilibili Gaming,Wolves Esports,Icebox,10,13,3,7,0,4,9,0,2,Bilibili Gaming,Defense,0,Bilibili Gaming,-3,23,Wolves Esports,3,9,-6
402,Titan Esports Club,Trace Esports,Titan Esports Club,Trace Esports,Breeze,18,16,7,5,6,7,5,4,1,Trace Esports,Attack,1,Titan Esports Club,2,34,Titan Esports Club,5,7,-2
402,Trace Esports,Titan Esports Club,Titan Esports Club,Trace Esports,Lotus,13,6,10,3,0,4,2,0,2,Titan Esports Club,Defense,0,Trace Esports,7,19,Trace Esports,10,2,8
402,Trace Esports,Titan Esports Club,Titan Esports Club,Trace Esports,Split,13,8,9,4,0,5,3,0,3,Titan Esports Club,Defense,0,Trace Esports,5,21,,9,3,6
403,Titan Esports Club,Bilibili Gaming,Titan Esports Club,Bilibili Gaming,Lotus,3,13,3,0,0,4,9,0,1,Bilibili Gaming,Defense,0,Bilibili Gaming,-10,16,Titan Esports Club,3,9,-6
403,Bilibili Gaming,Titan Esports Club,Titan Esports Club,Bilibili Gaming,Ascent,13,8,7,6,0,3,5,0,2,Titan Esports Club,Defense,0,Bilibili Gaming,5,21,Bilibili Gaming,7,5,2
404,Trace Esports,Bilibili Gaming,Trace Esports,Bilibili Gaming,Lotus,11,13,3,8,0,4,9,0,1,Bilibili Gaming,Defense,0,Bilibili Gaming,-2,24,Trace Esports,3,9,-6
404,Bilibili Gaming,Trace Esports,Trace Esports,Bilibili Gaming,Sunset,13,15,6,6,1,6,6,3,2,Trace Esports,Attack,1,Trace Esports,-2,28,Bilibili Gaming,6,6,0
404,Bilibili Gaming,Trace Esports,Trace Esports,Bilibili Gaming,Bind,12,14,4,8,0,4,8,2,3,Trace Esports,Defense,1,Trace Esports,-2,26,,4,8,-4
405,Dragon Ranger Gaming,FunPlus Phoenix,Dragon Ranger Gaming,FunPlus Phoenix,Ascent,10,13,4,6,0,5,8,0,1,FunPlus Phoenix,Defense,0,FunPlus Phoenix,-3,23,Dragon Ranger Gaming,4,8,-4
405,FunPlus Phoenix,Dragon Ranger Gaming,Dragon Ranger Gaming,FunPlus Phoenix,Breeze,13,6,4,9,0,3,3,0,2,Dragon Ranger Gaming,Attack,0,FunPlus Phoenix,7,19,FunPlus Phoenix,9,3,6
406,Trace Esports,EDward Gaming,Trace Esports,EDward Gaming,Sunset,12,14,7,5,0,7,5,2,1,EDward Gaming,Attack,1,EDward Gaming,-2,26,Trace Esports,5,7,-2
406,EDward Gaming,Trace Esports,Trace Esports,EDward Gaming,Bind,13,6,8,5,0,2,4,0,2,Trace Esports,Defense,0,EDward Gaming,7,19,EDward Gaming,8,4,4
407,FunPlus Phoenix,EDward Gaming,FunPlus Phoenix,EDward Gaming,Breeze,12,14,5,7,0,5,7,2,1,EDward Gaming,Defense,1,EDward Gaming,-2,26,FunPlus Phoenix,5,7,-2
407,EDward Gaming,FunPlus Phoenix,FunPlus Phoenix,EDward Gaming,Split,13,6,7,6,0,1,5,0,2,FunPlus Phoenix,Defense,0,EDward Gaming,7,19,EDward Gaming,7,5,2
407,FunPlus Phoenix,EDward Gaming,FunPlus Phoenix,EDward Gaming,Icebox,13,8,7,6,0,6,2,0,3,EDward Gaming,Attack,0,FunPlus Phoenix,5,21,FunPlus Phoenix,6,6,0
407,EDward Gaming,FunPlus Phoenix,FunPlus Phoenix,EDward Gaming,Ascent,16,14,6,6,4,6,6,2,4,FunPlus Phoenix,Defense,1,EDward Gaming,2,30,EDward Gaming,6,6,0
408,FunPlus Phoenix,Karmine Corp,FunPlus Phoenix,Karmine Corp,Icebox,8,13,5,3,0,6,7,0,1,Karmine Corp,Defense,0,Karmine Corp,-5,21,FunPlus Phoenix,5,7,-2
408,Karmine Corp,FunPlus Phoenix,FunPlus Phoenix,Karmine Corp,Lotus,13,10,9,4,0,8,2,0,2,FunPlus Phoenix,Attack,0,Karmine Corp,3,23,Karmine Corp,4,8,-4
409,LOUD,Gen.G,LOUD,Gen.G,Icebox,11,13,5,6,0,6,7,0,1,Gen.G,Attack,0,Gen.G,-2,24,LOUD,6,6,0
409,Gen.G,LOUD,LOUD,Gen.G,Breeze,8,13,5,3,0,9,4,0,2,LOUD,Attack,0,LOUD,-5,21,Gen.G,3,9,-6
409,Gen.G,LOUD,LOUD,Gen.G,Ascent,13,5,9,4,0,2,3,0,3,LOUD,Defense,0,Gen.G,8,18,,9,3,6
410,Paper Rex,EDward Gaming,Paper Rex,EDward Gaming,Sunset,13,8,9,4,0,5,3,0,1,EDward Gaming,Defense,0,Paper Rex,5,21,Paper Rex,9,3,6
410,EDward Gaming,Paper Rex,Paper Rex,EDward Gaming,Bind,13,9,5,8,0,4,5,0,2,Paper Rex,Attack,0,EDward Gaming,4,22,EDward Gaming,8,4,4
410,EDward Gaming,Paper Rex,Paper Rex,EDward Gaming,Split,13,9,5,8,0,4,5,0,3,Paper Rex,Attack,0,EDward Gaming,4,22,,8,4,4
411,Sentinels,Team Heretics,Sentinels,Team Heretics,Lotus,13,9,9,4,0,8,1,0,1,Team Heretics,Attack,0,Sentinels,4,22,Sentinels,4,8,-4
411,Team Heretics,Sentinels,Sentinels,Team Heretics,Sunset,13,5,5,8,0,4,1,0,2,Sentinels,Attack,0,Team Heretics,8,18,Team Heretics,8,4,4
411,Team Heretics,Sentinels,Sentinels,Team Heretics,Bind,11,13,5,6,0,6,7,0,3,Sentinels,Attack,0,Sentinels,-2,24,,6,6,0
412,Sentinels,Karmine Corp,Sentinels,Karmine Corp,Split,13,8,6,7,0,2,6,0,1,Karmine Corp,Defense,0,Sentinels,5,21,Sentinels,6,6,0
412,Karmine Corp,Sentinels,Sentinels,Karmine Corp,Lotus,11,13,6,5,0,7,6,0,2,Sentinels,Attack,0,Sentinels,-2,24,Karmine Corp,5,7,-2
413,Gen.G,EDward Gaming,Gen.G,EDward Gaming,Icebox,8,13,4,4,0,8,5,0,1,EDward Gaming,Attack,0,EDward Gaming,-5,21,Gen.G,4,8,-4
413,EDward Gaming,Gen.G,Gen.G,EDward Gaming,Split,5,13,0,5,0,7,6,0,2,Gen.G,Attack,0,Gen.G,-8,18,EDward Gaming,5,7,-2
413,EDward Gaming,Gen.G,Gen.G,EDward Gaming,Breeze,6,13,5,1,0,11,2,0,3,Gen.G,Attack,0,Gen.G,-7,19,,1,11,-10
414,LOUD,FunPlus Phoenix,LOUD,FunPlus Phoenix,Sunset,13,5,5,8,0,4,1,0,1,FunPlus Phoenix,Attack,0,LOUD,8,18,LOUD,8,4,4
414,FunPlus Phoenix,LOUD,LOUD,FunPlus Phoenix,Breeze,11,13,4,7,0,5,8,0,2,LOUD,Attack,0,LOUD,-2,24,FunPlus Phoenix,7,5,2
415,Paper Rex,Team Heretics,Paper Rex,Team Heretics,Sunset,13,10,6,7,0,4,6,0,1,Team Heretics,Defense,0,Paper Rex,3,23,Paper Rex,6,6,0
415,Team Heretics,Paper Rex,Paper Rex,Team Heretics,Lotus,13,10,6,7,0,5,5,0,2,Paper Rex,Attack,0,Team Heretics,3,23,Team Heretics,7,5,2
415,Team Heretics,Paper Rex,Paper Rex,Team Heretics,Split,7,13,1,6,0,6,7,0,3,Paper Rex,Attack,0,Paper Rex,-6,20,,6,6,0
416,EDward Gaming,LOUD,EDward Gaming,LOUD,Icebox,2,13,1,1,0,11,2,0,1,LOUD,Attack,0,LOUD,-11,15,EDward Gaming,1,11,-10
416,LOUD,EDward Gaming,EDward Gaming,LOUD,Sunset,13,3,4,9,0,3,0,0,2,EDward Gaming,Attack,0,LOUD,10,16,LOUD,9,3,6
417,Paper Rex,Karmine Corp,Paper Rex,Karmine Corp,Bind,13,10,8,5,0,6,4,0,1,Karmine Corp,Defense,0,Paper Rex,3,23,Paper Rex,8,4,4
417,Karmine Corp,Paper Rex,Paper Rex,Karmine Corp,Lotus,13,6,5,8,0,4,2,0,2,Paper Rex,Attack,0,Karmine Corp,7,19,Karmine Corp,8,4,4
417,Karmine Corp,Paper Rex,Paper Rex,Karmine Corp,Ascent,12,14,5,7,0,5,7,2,3,Paper Rex,Attack,1,Paper Rex,-2,26,,7,5,2
418,Paper Rex,Gen.G,Paper Rex,Gen.G,Split,8,13,4,4,0,8,5,0,1,Gen.G,Attack,0,Gen.G,-5,21,Paper Rex,4,8,-4
418,Gen.G,Paper Rex,Paper Rex,Gen.G,Lotus,13,9,5,8,0,4,5,0,2,Paper Rex,Attack,0,Gen.G,4,22,Gen.G,8,4,4
419,Sentinels,LOUD,Sentinels,LOUD,Split,13,4,9,4,0,1,3,0,1,LOUD,Defense,0,Sentinels,9,17,Sentinels,9,3,6
419,LOUD,Sentinels,Sentinels,LOUD,Icebox,14,12,5,7,2,5,7,0,2,Sentinels,Attack,1,LOUD,2,26,LOUD,7,5,2
419,LOUD,Sentinels,Sentinels,LOUD,Sunset,12,14,7,5,0,7,5,2,3,Sentinels,Attack,1,Sentinels,-2,26,,5,7,-2
420,Sentinels,Gen.G,Sentinels,Gen.G,Split,5,13,1,4,0,8,5,0,1,Gen.G,Attack,0,Gen.G,-8,18,Sentinels,4,8,-4
420,Gen.G,Sentinels,Sentinels,Gen.G,Lotus,7,13,2,5,0,7,6,0,2,Sentinels,Attack,0,Sentinels,-6,20,Gen.G,5,7,-2
420,Gen.G,Sentinels,Sentinels,Gen.G,Breeze,13,3,4,9,0,3,0,0,3,Sentinels,Attack,0,Gen.G,10,16,,9,3,6
421,LOUD,Paper Rex,LOUD,Paper Rex,Ascent,11,13,5,6,0,6,7,0,1,Paper Rex,Attack,0,Paper Rex,-2,24,LOUD,6,6,0
421,Paper Rex,LOUD,LOUD,Paper Rex,Sunset,13,8,6,7,0,5,3,0,2,LOUD,Attack,0,Paper Rex,5,21,Paper Rex,7,5,2
422,Sentinels,Paper Rex,Sentinels,Paper Rex,Lotus,14,12,6,6,2,6,6,0,1,Paper Rex,Attack,1,Sentinels,2,26,Sentinels,6,6,0
422,Paper Rex,Sentinels,Sentinels,Paper Rex,Ascent,6,13,6,0,0,7,6,0,2,Sentinels,Defense,0,Sentinels,-7,19,Paper Rex,6,6,0
422,Sentinels,Paper Rex,Sentinels,Paper Rex,Split,5,13,4,1,0,5,8,0,3,Paper Rex,Defense,0,Paper Rex,-8,18,Sentinels,4,8,-4
422,Paper Rex,Sentinels,Sentinels,Paper Rex,Sunset,3,13,3,0,0,4,9,0,4,Sentinels,Defense,0,Sentinels,-10,16,Paper Rex,3,9,-6
423,Gen.G,Sentinels,Gen.G,Sentinels,Breeze,13,8,7,6,0,3,5,0,1,Sentinels,Defense,0,Gen.G,5,21,Gen.G,7,5,2
423,Sentinels,Gen.G,Gen.G,Sentinels,Bind,14,12,6,6,2,6,6,0,2,Gen.G,Attack,1,Sentinels,2,26,Sentinels,6,6,0
423,Gen.G,Sentinels,Gen.G,Sentinels,Ascent,13,8,6,7,0,2,6,0,3,Sentinels,Defense,0,Gen.G,5,21,Gen.G,6,6,0
423,Sentinels,Gen.G,Gen.G,Sentinels,Split,13,10,5,8,0,4,6,0,4,Gen.G,Attack,0,Sentinels,3,23,Sentinels,8,4,4
423,Gen.G,Sentinels,Gen.G,Sentinels,Icebox,6,13,5,1,0,6,7,0,5,Sentinels,Defense,0,Sentinels,-7,19,,5,7,-2
424,GIANTX,Karmine Corp,GIANTX,Karmine Corp,Breeze,4,13,3,1,0,4,9,0,1,Karmine Corp,Defense,0,Karmine Corp,-9,17,GIANTX,3,9,-6
424,Karmine Corp,GIANTX,GIANTX,Karmine Corp,Sunset,13,9,6,7,0,3,6,0,2,GIANTX,Defense,0,Karmine Corp,4,22,Karmine Corp,6,6,0
425,KOI,Team Liquid,KOI,Team Liquid,Split,9,13,8,1,0,9,4,0,1,Team Liquid,Defense,0,Team Liquid,-4,22,KOI,8,4,4
425,Team Liquid,KOI,KOI,Team Liquid,Ascent,13,7,8,5,0,3,4,0,2,KOI,Defense,0,Team Liquid,6,20,Team Liquid,8,4,4
426,Natus Vincere,Team Vitality,Natus Vincere,Team Vitality,Bind,13,9,7,6,0,4,5,0,1,Team Vitality,Defense,0,Natus Vincere,4,22,Natus Vincere,7,5,2
426,Team Vitality,Natus Vincere,Natus Vincere,Team Vitality,Lotus,4,13,1,3,0,9,4,0,2,Natus Vincere,Attack,0,Natus Vincere,-9,17,Team Vitality,3,9,-6
427,FNATIC,Team Heretics,FNATIC,Team Heretics,Icebox,4,13,1,3,0,9,4,0,1,Team Heretics,Attack,0,Team Heretics,-9,17,FNATIC,3,9,-6
427,Team Heretics,FNATIC,FNATIC,Team Heretics,Lotus,17,15,7,5,5,7,5,3,2,FNATIC,Attack,1,Team Heretics,2,32,Team Heretics,5,7,-2
428,FUT Esports,Team Liquid,FUT Esports,Team Liquid,Split,13,5,10,3,0,3,2,0,1,Team Liquid,Defense,0,FUT Esports,8,18,FUT Esports,10,2,8
428,Team Liquid,FUT Esports,FUT Esports,Team Liquid,Icebox,8,13,4,4,0,5,8,0,2,FUT Esports,Defense,0,FUT Esports,-5,21,Team Liquid,4,8,-4
429,BBL Esports,Gentle Mates,BBL Esports,Gentle Mates,Ascent,7,13,3,4,0,8,5,0,1,Gentle Mates,Attack,0,Gentle Mates,-6,20,BBL Esports,4,8,-4
429,Gentle Mates,BBL Esports,BBL Esports,Gentle Mates,Sunset,13,11,6,7,0,5,6,0,2,BBL Esports,Defense,0,Gentle Mates,2,24,Gentle Mates,6,6,0
430,FUT Esports,Karmine Corp,FUT Esports,Karmine Corp,Bind,11,13,6,5,0,7,6,0,1,Karmine Corp,Attack,0,Karmine Corp,-2,24,FUT Esports,5,7,-2
430,Karmine Corp,FUT Esports,FUT Esports,Karmine Corp,Lotus,8,13,5,3,0,9,4,0,2,FUT Esports,Attack,0,FUT Esports,-5,21,Karmine Corp,3,9,-6
430,Karmine Corp,FUT Esports,FUT Esports,Karmine Corp,Breeze,7,13,1,6,0,6,7,0,3,FUT Esports,Attack,0,FUT Esports,-6,20,,6,6,0
431,Team Vitality,Team Heretics,Team Vitality,Team Heretics,Breeze,13,9,7,6,0,6,3,0,1,Team Heretics,Attack,0,Team Vitality,4,22,Team Vitality,6,6,0
431,Team Heretics,Team Vitality,Team Vitality,Team Heretics,Sunset,13,11,6,7,0,5,6,0,2,Team Vitality,Attack,0,Team Heretics,2,24,Team Heretics,7,5,2
431,Team Heretics,Team Vitality,Team Vitality,Team Heretics,Icebox,9,13,5,4,0,8,5,0,3,Team Vitality,Attack,0,Team Vitality,-4,22,,4,8,-4
432,Team Liquid,Natus Vincere,Team Liquid,Natus Vincere,Lotus,13,10,5,8,0,4,6,0,1,Natus Vincere,Attack,0,Team Liquid,3,23,Team Liquid,8,4,4
432,Natus Vincere,Team Liquid,Team Liquid,Natus Vincere,Split,13,11,11,2,0,10,1,0,2,Team Liquid,Attack,0,Natus Vincere,2,24,Natus Vincere,2,10,-8
432,Natus Vincere,Team Liquid,Team Liquid,Natus Vincere,Ascent,13,5,9,4,0,2,3,0,3,Team Liquid,Defense,0,Natus Vincere,8,18,,9,3,6
433,KOI,BBL Esports,KOI,BBL Esports,Breeze,4,13,3,1,0,4,9,0,1,BBL Esports,Defense,0,BBL Esports,-9,17,KOI,3,9,-6
433,BBL Esports,KOI,KOI,BBL Esports,Icebox,13,3,4,9,0,3,0,0,2,KOI,Attack,0,BBL Esports,10,16,BBL Esports,9,3,6
434,GIANTX,FNATIC,GIANTX,FNATIC,Bind,5,13,0,5,0,7,6,0,1,FNATIC,Attack,0,FNATIC,-8,18,GIANTX,5,7,-2
434,FNATIC,GIANTX,GIANTX,FNATIC,Breeze,5,13,4,1,0,5,8,0,2,GIANTX,Defense,0,GIANTX,-8,18,FNATIC,4,8,-4
434,FNATIC,GIANTX,GIANTX,FNATIC,Split,13,7,9,4,0,4,3,0,3,GIANTX,Defense,0,FNATIC,6,20,,9,3,6
435,Karmine Corp,Gentle Mates,Karmine Corp,Gentle Mates,Split,13,6,4,9,0,3,3,0,1,Gentle Mates,Attack,0,Karmine Corp,7,19,Karmine Corp,9,3,6
435,Gentle Mates,Karmine Corp,Karmine Corp,Gentle Mates,Icebox,6,13,2,4,0,3,10,0,2,Karmine Corp,Defense,0,Karmine Corp,-7,19,Gentle Mates,2,10,-8
436,Gentle Mates,FNATIC,Gentle Mates,FNATIC,Breeze,6,13,3,3,0,4,9,0,1,FNATIC,Defense,0,FNATIC,-7,19,Gentle Mates,3,9,-6
436,FNATIC,Gentle Mates,Gentle Mates,FNATIC,Lotus,13,4,5,8,0,4,0,0,2,Gentle Mates,Attack,0,FNATIC,9,17,FNATIC,8,4,4
437,Natus Vincere,Karmine Corp,Natus Vincere,Karmine Corp,Bind,7,13,3,4,0,8,5,0,1,Karmine Corp,Attack,0,Karmine Corp,-6,20,Natus Vincere,4,8,-4
437,Karmine Corp,Natus Vincere,Natus Vincere,Karmine Corp,Sunset,7,13,2,5,0,7,6,0,2,Natus Vincere,Attack,0,Natus Vincere,-6,20,Karmine Corp,5,7,-2
437,Karmine Corp,Natus Vincere,Natus Vincere,Karmine Corp,Split,6,13,3,3,0,4,9,0,3,Natus Vincere,Defense,0,Natus Vincere,-7,19,,3,9,-6
438,BBL Esports,Team Heretics,BBL Esports,Team Heretics,Split,13,7,7,6,0,2,5,0,1,Team Heretics,Defense,0,BBL Esports,6,20,BBL Esports,7,5,2
438,Team Heretics,BBL Esports,BBL Esports,Team Heretics,Sunset,10,13,6,4,0,7,6,0,2,BBL Esports,Defense,0,BBL Esports,-3,23,Team Heretics,6,6,0
439,FUT Esports,Team Vitality,FUT Esports,Team Vitality,Ascent,13,7,8,5,0,3,4,0,1,Team Vitality,Defense,0,FUT Esports,6,20,FUT Esports,8,4,4
439,Team Vitality,FUT Esports,FUT Esports,Team Vitality,Icebox,13,9,7,6,0,6,3,0,2,FUT Esports,Attack,0,Team Vitality,4,22,Team Vitality,6,6,0
439,Team Vitality,FUT Esports,FUT Esports,Team Vitality,Sunset,13,9,6,7,0,3,6,0,3,FUT Esports,Defense,0,Team Vitality,4,22,,6,6,0
440,GIANTX,Team Liquid,GIANTX,Team Liquid,Lotus,16,14,7,5,4,7,5,2,1,Team Liquid,Defense,1,GIANTX,2,30,GIANTX,7,5,2
440,Team Liquid,GIANTX,GIANTX,Team Liquid,Icebox,13,7,9,4,0,4,3,0,2,GIANTX,Defense,0,Team Liquid,6,20,Team Liquid,9,3,6
440,Team Liquid,GIANTX,GIANTX,Team Liquid,Ascent,13,11,4,9,0,3,8,0,3,GIANTX,Defense,0,Team Liquid,2,24,,4,8,-4
441,FNATIC,KOI,FNATIC,KOI,Bind,13,11,10,3,0,9,2,0,1,KOI,Attack,0,FNATIC,2,24,FNATIC,3,9,-6
441,KOI,FNATIC,FNATIC,KOI,Icebox,4,13,0,4,0,8,5,0,2,FNATIC,Attack,0,FNATIC,-9,17,KOI,4,8,-4
442,Team Heretics,Team Liquid,Team Heretics,Team Liquid,Sunset,13,2,10,3,0,0,2,0,1,Team Liquid,Defense,0,Team Heretics,11,15,Team Heretics,10,2,8
442,Team Liquid,Team Heretics,Team Heretics,Team Liquid,Bind,7,13,5,2,0,6,7,0,2,Team Heretics,Defense,0,Team Heretics,-6,20,Team Liquid,5,7,-2
443,Team Vitality,Gentle Mates,Team Vitality,Gentle Mates,Icebox,5,13,4,1,0,5,8,0,1,Gentle Mates,Defense,0,Gentle Mates,-8,18,Team Vitality,4,8,-4
443,Gentle Mates,Team Vitality,Team Vitality,Gentle Mates,Sunset,13,5,3,10,0,2,3,0,2,Team Vitality,Attack,0,Gentle Mates,8,18,Gentle Mates,10,2,8
444,FUT Esports,FNATIC,FUT Esports,FNATIC,Split,13,7,6,7,0,5,2,0,1,FNATIC,Attack,0,FUT Esports,6,20,FUT Esports,7,5,2
444,FNATIC,FUT Esports,FUT Esports,FNATIC,Lotus,13,15,6,6,1,6,6,3,2,FUT Esports,Attack,1,FUT Esports,-2,28,FNATIC,6,6,0
445,Natus Vincere,BBL Esports,Natus Vincere,BBL Esports,Ascent,13,8,7,6,0,3,5,0,1,BBL Esports,Defense,0,Natus Vincere,5,21,Natus Vincere,7,5,2
445,BBL Esports,Natus Vincere,Natus Vincere,BBL Esports,Sunset,13,8,5,8,0,4,4,0,2,Natus Vincere,Attack,0,BBL Esports,5,21,BBL Esports,8,4,4
445,BBL Esports,Natus Vincere,Natus Vincere,BBL Esports,Split,13,9,6,7,0,3,6,0,3,Natus Vincere,Defense,0,BBL Esports,4,22,,6,6,0
446,GIANTX,Team Vitality,GIANTX,Team Vitality,Lotus,16,14,7,5,4,7,5,2,1,Team Vitality,Attack,1,GIANTX,2,30,GIANTX,5,7,-2
446,Team Vitality,GIANTX,GIANTX,Team Vitality,Breeze,13,7,9,4,0,4,3,0,2,GIANTX,Defense,0,Team Vitality,6,20,Team Vitality,9,3,6
446,Team Vitality,GIANTX,GIANTX,Team Vitality,Sunset,13,6,7,6,0,1,5,0,3,GIANTX,Defense,0,Team Vitality,7,19,,7,5,2
447,KOI,Karmine Corp,KOI,Karmine Corp,Sunset,7,13,3,4,0,8,5,0,1,Karmine Corp,Attack,0,Karmine Corp,-6,20,KOI,4,8,-4
447,Karmine Corp,KOI,KOI,Karmine Corp,Icebox,7,13,4,3,0,9,4,0,2,KOI,Attack,0,KOI,-6,20,Karmine Corp,3,9,-6
447,Karmine Corp,KOI,KOI,Karmine Corp,Bind,15,13,4,8,3,4,8,1,3,KOI,Attack,1,Karmine Corp,2,28,,8,4,4
448,GIANTX,BBL Esports,GIANTX,BBL Esports,Bind,13,6,7,6,0,1,5,0,1,BBL Esports,Defense,0,GIANTX,7,19,GIANTX,7,5,2
448,BBL Esports,GIANTX,GIANTX,BBL Esports,Sunset,11,13,5,6,0,6,7,0,2,GIANTX,Attack,0,GIANTX,-2,24,BBL Esports,6,6,0
449,Karmine Corp,Team Heretics,Karmine Corp,Team Heretics,Icebox,12,14,6,6,0,6,6,2,1,Team Heretics,Attack,1,Team Heretics,-2,26,Karmine Corp,6,6,0
449,Team Heretics,Karmine Corp,Karmine Corp,Team Heretics,Lotus,5,13,3,2,0,10,3,0,2,Karmine Corp,Attack,0,Karmine Corp,-8,18,Team Heretics,2,10,-8
449,Team Heretics,Karmine Corp,Karmine Corp,Team Heretics,Bind,13,9,9,4,0,8,1,0,3,Karmine Corp,Attack,0,Team Heretics,4,22,,4,8,-4
450,KOI,Team Vitality,KOI,Team Vitality,Split,13,5,6,7,0,5,0,0,1,Team Vitality,Attack,0,KOI,8,18,KOI,7,5,2
450,Team Vitality,KOI,KOI,Team Vitality,Breeze,13,7,6,7,0,1,6,0,2,KOI,Defense,0,Team Vitality,6,20,Team Vitality,6,6,0
450,Team Vitality,KOI,KOI,Team Vitality,Icebox,4,13,3,1,0,4,9,0,3,KOI,Defense,0,KOI,-9,17,,3,9,-6
451,FNATIC,Natus Vincere,FNATIC,Natus Vincere,Breeze,13,6,6,7,0,5,1,0,1,Natus Vincere,Attack,0,FNATIC,7,19,FNATIC,7,5,2
451,Natus Vincere,FNATIC,FNATIC,Natus Vincere,Ascent,13,8,9,4,0,5,3,0,2,FNATIC,Defense,0,Natus Vincere,5,21,Natus Vincere,9,3,6
451,Natus Vincere,FNATIC,FNATIC,Natus Vincere,Bind,13,3,4,9,0,3,0,0,3,FNATIC,Attack,0,Natus Vincere,10,16,,9,3,6
452,Team Liquid,Gentle Mates,Team Liquid,Gentle Mates,Lotus,13,4,8,5,0,0,4,0,1,Gentle Mates,Defense,0,Team Liquid,9,17,Team Liquid,8,4,4
452,Gentle Mates,Team Liquid,Team Liquid,Gentle Mates,Icebox,2,13,0,2,0,10,3,0,2,Team Liquid,Attack,0,Team Liquid,-11,15,Gentle Mates,2,10,-8
453,FUT Esports,BBL Esports,FUT Esports,BBL Esports,Bind,13,9,5,8,0,4,5,0,1,BBL Esports,Attack,0,FUT Esports,4,22,FUT Esports,8,4,4
453,BBL Esports,FUT Esports,FUT Esports,BBL Esports,Icebox,6,13,3,3,0,9,4,0,2,FUT Esports,Attack,0,FUT Esports,-7,19,BBL Esports,3,9,-6
454,Team Liquid,FNATIC,Team Liquid,FNATIC,Ascent,11,13,2,9,0,3,10,0,1,FNATIC,Attack,0,FNATIC,-2,24,Team Liquid,9,3,6
454,FNATIC,Team Liquid,Team Liquid,FNATIC,Icebox,12,14,5,7,0,5,7,2,2,Team Liquid,Defense,1,Team Liquid,-2,26,FNATIC,5,7,-2
454,FNATIC,Team Liquid,Team Liquid,FNATIC,Lotus,13,5,2,11,0,1,4,0,3,Team Liquid,Attack,0,FNATIC,8,18,,11,1,10
455,Team Heretics,Natus Vincere,Team Heretics,Natus Vincere,Lotus,13,11,8,5,0,7,4,0,1,Natus Vincere,Attack,0,Team Heretics,2,24,Team Heretics,5,7,-2
455,Natus Vincere,Team Heretics,Team Heretics,Natus Vincere,Split,9,13,6,3,0,7,6,0,2,Team Heretics,Defense,0,Team Heretics,-4,22,Natus Vincere,6,6,0
456,FNATIC,Karmine Corp,FNATIC,Karmine Corp,Breeze,13,11,10,3,0,9,2,0,1,Karmine Corp,Attack,0,FNATIC,2,24,FNATIC,3,9,-6
456,Karmine Corp,FNATIC,FNATIC,Karmine Corp,Bind,9,13,8,1,0,9,4,0,2,FNATIC,Defense,0,FNATIC,-4,22,Karmine Corp,8,4,4
457,Team Heretics,FUT Esports,Team Heretics,FUT Esports,Lotus,13,10,7,6,0,6,4,0,1,FUT Esports,Attack,0,Team Heretics,3,23,Team Heretics,6,6,0
457,FUT Esports,Team Heretics,Team Heretics,FUT Esports,Split,13,15,5,7,1,5,7,3,2,Team Heretics,Defense,1,Team Heretics,-2,28,FUT Esports,5,7,-2
458,Team Heretics,FNATIC,Team Heretics,FNATIC,Lotus,15,13,6,6,3,6,6,1,1,FNATIC,Defense,1,Team Heretics,2,28,Team Heretics,6,6,0
458,FNATIC,Team Heretics,Team Heretics,FNATIC,Breeze,4,13,4,0,0,5,8,0,2,Team Heretics,Defense,0,Team Heretics,-9,17,FNATIC,4,8,-4
459,Karmine Corp,FUT Esports,Karmine Corp,FUT Esports,Icebox,3,13,1,2,0,10,3,0,1,FUT Esports,Attack,0,FUT Esports,-10,16,Karmine Corp,2,10,-8
459,FUT Esports,Karmine Corp,Karmine Corp,FUT Esports,Sunset,13,10,5,8,0,4,6,0,2,Karmine Corp,Attack,0,FUT Esports,3,23,FUT Esports,8,4,4
460,FNATIC,FUT Esports,FNATIC,FUT Esports,Icebox,11,13,8,3,0,9,4,0,1,FUT Esports,Attack,0,FUT Esports,-2,24,FNATIC,3,9,-6
460,FUT Esports,FNATIC,FNATIC,FUT Esports,Bind,6,13,6,0,0,7,6,0,2,FNATIC,Defense,0,FNATIC,-7,19,FUT Esports,6,6,0
460,FNATIC,FUT Esports,FNATIC,FUT Esports,Breeze,13,11,7,6,0,6,5,0,3,FUT Esports,Attack,0,FNATIC,2,24,FNATIC,6,6,0
460,FUT Esports,FNATIC,FNATIC,FUT Esports,Split,12,14,4,8,0,4,8,2,4,FNATIC,Attack,1,FNATIC,-2,26,FUT Esports,8,4,4
461,Team Heretics,FNATIC,Team Heretics,FNATIC,Sunset,13,7,5,8,0,4,3,0,1,FNATIC,Attack,0,Team Heretics,6,20,Team Heretics,8,4,4
461,FNATIC,Team Heretics,Team Heretics,FNATIC,Bind,13,15,6,6,1,6,6,3,2,Team Heretics,Defense,1,Team Heretics,-2,28,FNATIC,6,6,0
