Match ID,Team 1,Team 2,Team A,Team B,Map Name,Team 1 Score,Team 2 Score,Team 1 Attack Rounds,Team 1 Defense Rounds,Team 1 Overtime Rounds,Team 2 Attack Rounds,Team 2 Defense Rounds,Team 2 Overtime Rounds,Map Index,Side Picker,Side Picked,Overtime,Map Winner,Score Difference,Total Rounds Played,Map Picker
206,Dragon Ranger Gaming,Royal Never Give Up,,,Split,13,11,5,8,0,4,7,0,1,,,0,Dragon Ranger Gaming,2,24,
206,Dragon Ranger Gaming,Royal Never Give Up,,,Haven,13,8,6,7,0,5,3,0,2,,,0,Dragon Ranger Gaming,5,21,
207,Nova Esports,TYLOO,Nova Esports,TYLOO,Split,7,13,6,1,0,7,6,0,1,TYLOO,Defense,0,TYLOO,-6,20,Nova Esports
207,Nova Esports,TYLOO,Nova Esports,TYLOO,Bind,5,13,2,3,0,9,4,0,2,Nova Esports,Defense,0,TYLOO,-8,18,TYLOO
208,Night Wings Gaming,Douyu Gaming,,,Haven,10,13,8,2,0,9,4,0,1,,,0,Douyu Gaming,-3,23,
208,Night Wings Gaming,Douyu Gaming,,,Ascent,5,13,0,5,0,7,6,0,2,,,0,Douyu Gaming,-8,18,
209,Gank Gaming,Invincible Gaming,Gank Gaming,Invincible Gaming,Lotus,16,14,5,7,4,5,7,2,1,Invincible Gaming,Attack,1,Gank Gaming,2,30,Gank Gaming
209,Gank Gaming,Invincible Gaming,Gank Gaming,Invincible Gaming,Split,13,4,3,10,0,2,2,0,2,Gank Gaming,Defense,0,Gank Gaming,9,17,Invincible Gaming
210,Number One Player,Kingzone,,,Lotus,13,7,6,7,0,5,2,0,1,,,0,Number One Player,6,20,
210,Number One Player,Kingzone,,,Fracture,14,12,3,9,2,3,9,0,2,,,1,Number One Player,2,26,
211,Weibo Gaming,Four Angry Men,,,Bind,11,13,9,2,0,10,3,0,1,,,0,Four Angry Men,-2,24,
211,Weibo Gaming,Four Angry Men,,,Haven,13,4,5,8,0,4,0,0,2,,,0,Weibo Gaming,9,17,
211,Weibo Gaming,Four Angry Men,,,Split,13,7,7,6,0,6,1,0,3,,,0,Weibo Gaming,6,20,
212,Rare Atom,Monarch Effect,Rare Atom,Monarch Effect,Lotus,14,12,6,6,2,6,6,0,1,Monarch Effect,Defense,1,Rare Atom,2,26,Rare Atom
212,Rare Atom,Monarch Effect,Rare Atom,Monarch Effect,Ascent,8,13,3,5,0,7,6,0,2,Rare Atom,Defense,0,Monarch Effect,-5,21,Monarch Effect
212,Rare Atom,Monarch Effect,Rare Atom,Monarch Effect,Bind,11,13,5,6,0,6,7,0,3,Rare Atom,Attack,0,Monarch Effect,-2,24,
213,Weibo Gaming,Shenzhen NTER,Shenzhen NTER,Weibo Gaming,Fracture,13,10,9,4,0,7,3,0,1,Weibo Gaming,Attack,0,Weibo Gaming,3,23,Shenzhen NTER
213,Weibo Gaming,Shenzhen NTER,Shenzhen NTER,Weibo Gaming,Haven,13,11,8,5,0,7,4,0,2,Shenzhen NTER,Attack,0,Weibo Gaming,2,24,Weibo Gaming
214,Royal Never Give Up,Nova Esports,,,Ascent,11,13,4,7,0,5,8,0,1,,,0,Nova Esports,-2,24,
214,Royal Never Give Up,Nova Esports,,,Bind,13,4,3,10,0,2,2,0,2,,,0,Royal Never Give Up,9,17,
214,Royal Never Give Up,Nova Esports,,,Split,13,11,4,9,0,3,8,0,3,,,0,Royal Never Give Up,2,24,
215,Night Wings Gaming,Gank Gaming,Night Wings Gaming,Gank Gaming,Split,13,11,8,5,0,7,4,0,1,Gank Gaming,Defense,0,Night Wings Gaming,2,24,Night Wings Gaming
215,Night Wings Gaming,Gank Gaming,Night Wings Gaming,Gank Gaming,Bind,14,12,7,5,2,7,5,0,2,Night Wings Gaming,Defense,1,Night Wings Gaming,2,26,Gank Gaming
216,Number One Player,Monarch Effect,,,Pearl,15,13,4,8,3,4,8,1,1,,,1,Number One Player,2,28,
216,Number One Player,Monarch Effect,,,Lotus,10,13,7,3,0,8,5,0,2,,,0,Monarch Effect,-3,23,
216,Number One Player,Monarch Effect,,,Bind,13,15,6,6,1,6,6,3,3,,,1,Monarch Effect,-2,28,
217,Totoro Gaming,Douyu Gaming,Douyu Gaming,Totoro Gaming,Ascent,13,4,3,10,0,2,2,0,1,Totoro Gaming,Defense,0,Totoro Gaming,9,17,Douyu Gaming
217,Totoro Gaming,Douyu Gaming,Douyu Gaming,Totoro Gaming,Pearl,13,10,5,8,0,3,7,0,2,Douyu Gaming,Defense,0,Totoro Gaming,3,23,Totoro Gaming
218,Kingzone,Four Angry Men,,,Lotus,4,13,1,3,0,9,4,0,1,,,0,Four Angry Men,-9,17,
218,Kingzone,Four Angry Men,,,Pearl,4,13,0,4,0,8,5,0,2,,,0,Four Angry Men,-9,17,
219,Invincible Gaming,Rare Atom,,,Lotus,13,11,6,7,0,5,6,0,1,,,0,Invincible Gaming,2,24,
219,Invincible Gaming,Rare Atom,,,Bind,13,2,10,3,0,0,2,0,2,,,0,Invincible Gaming,11,15,
220,Dragon Ranger Gaming,TYLOO,TYLOO,Dragon Ranger Gaming,Bind,7,13,4,3,0,5,8,0,1,Dragon Ranger Gaming,Attack,0,TYLOO,-6,20,TYLOO
220,Dragon Ranger Gaming,TYLOO,TYLOO,Dragon Ranger Gaming,Ascent,9,13,6,3,0,7,6,0,2,TYLOO,Defense,0,TYLOO,-4,22,Dragon Ranger Gaming
221,Weibo Gaming,Night Wings Gaming,Weibo Gaming,Night Wings Gaming,Haven,13,5,3,10,0,2,3,0,1,Night Wings Gaming,Attack,0,Weibo Gaming,8,18,Weibo Gaming
221,Weibo Gaming,Night Wings Gaming,Weibo Gaming,Night Wings Gaming,Lotus,13,9,10,3,0,7,2,0,2,Weibo Gaming,Attack,0,Weibo Gaming,4,22,Night Wings Gaming
222,Four Angry Men,Invincible Gaming,,,Pearl,13,5,5,8,0,4,1,0,1,,,0,Four Angry Men,8,18,
222,Four Angry Men,Invincible Gaming,,,Bind,9,13,7,2,0,8,5,0,2,,,0,Invincible Gaming,-4,22,
222,Four Angry Men,Invincible Gaming,,,Lotus,13,2,10,3,0,0,2,0,3,,,0,Four Angry Men,11,15,
223,Douyu Gaming,Royal Never Give Up,Royal Never Give Up,Douyu Gaming,Bind,12,14,10,2,0,10,2,2,1,Douyu Gaming,Defense,1,Royal Never Give Up,-2,26,Royal Never Give Up
223,Douyu Gaming,Royal Never Give Up,Royal Never Give Up,Douyu Gaming,Split,11,13,3,8,0,4,9,0,2,Royal Never Give Up,Attack,0,Royal Never Give Up,-2,24,Douyu Gaming
224,Nova Esports,Gank Gaming,,,Ascent,13,2,10,3,0,0,2,0,1,,,0,Nova Esports,11,15,
224,Nova Esports,Gank Gaming,,,Bind,11,13,6,5,0,7,6,0,2,,,0,Gank Gaming,-2,24,
224,Nova Esports,Gank Gaming,,,Lotus,9,13,3,6,0,6,7,0,3,,,0,Gank Gaming,-4,22,
225,Dragon Ranger Gaming,Monarch Effect,Monarch Effect,Dragon Ranger Gaming,Ascent,8,13,4,4,0,8,5,0,1,Dragon Ranger Gaming,Defense,0,Monarch Effect,-5,21,Monarch Effect
225,Dragon Ranger Gaming,Monarch Effect,Monarch Effect,Dragon Ranger Gaming,Pearl,13,7,7,6,0,2,5,0,2,Monarch Effect,Defense,0,Dragon Ranger Gaming,6,20,Dragon Ranger Gaming
225,Dragon Ranger Gaming,Monarch Effect,Monarch Effect,Dragon Ranger Gaming,Split,9,13,5,4,0,6,7,0,3,Monarch Effect,Defense,0,Monarch Effect,-4,22,
226,Shenzhen NTER,Number One Player,,,Lotus,13,7,9,4,0,4,3,0,1,,,0,Shenzhen NTER,6,20,
226,Shenzhen NTER,Number One Player,,,Split,13,10,8,5,0,6,4,0,2,,,0,Shenzhen NTER,3,23,
227,Night Wings Gaming,Shenzhen NTER,Night Wings Gaming,Shenzhen NTER,Split,8,13,5,3,0,6,7,0,1,Shenzhen NTER,Defense,0,Shenzhen NTER,-5,21,Night Wings Gaming
227,Night Wings Gaming,Shenzhen NTER,Night Wings Gaming,Shenzhen NTER,Haven,13,9,8,5,0,5,4,0,2,Night Wings Gaming,Attack,0,Night Wings Gaming,4,22,Shenzhen NTER
