Match ID,Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Total Maps Played,Winner
216,Champions Tour 2024: Americas Stage 1,Cloud9,Evil Geniuses,2024-04-15 17:00:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",3,Cloud9
217,Champions Tour 2024: Americas Stage 1,Sentinels,MIBR,2024-04-20 17:00:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",2,Sentinels
218,Champions Tour 2024: Americas Stage 1,Cloud9,LOUD,2024-04-20 19:30:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,Cloud9
219,Champions Tour 2024: Americas Stage 1,KRÜ Esports,Evil Geniuses,2024-04-21 17:00:00,Bo3,"[{'Team': 'EG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,KRÜ Esports
220,Champions Tour 2024: Americas Stage 1,NRG Esports,LEVIATÁN,2024-04-21 19:15:00,Bo3,"[{'Team': 'NRG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",2,LEVIATÁN
221,Champions Tour 2024: Americas Stage 1,G2 Esports,FURIA,2024-04-22 17:00:00,Bo3,"[{'Team': 'FUR', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",2,G2 Esports
222,Champions Tour 2024: Americas Stage 1,Cloud9,100 Thieves,2024-04-22 19:00:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,100 Thieves
223,Champions Tour 2024: Americas Stage 1,Sentinels,Evil Geniuses,2024-04-23 17:00:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",3,Evil Geniuses
224,Champions Tour 2024: Americas Stage 1,NRG Esports,MIBR,2024-04-23 20:30:00,Bo3,"[{'Team': 'MIBR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",2,NRG Esports
225,Champions Tour 2024: Americas Stage 1,G2 Esports,LEVIATÁN,2024-04-24 17:00:00,Bo3,"[{'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,LEVIATÁN
226,Champions Tour 2024: Americas Stage 1,KRÜ Esports,LOUD,2024-04-24 20:15:00,Bo3,"[{'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",2,KRÜ Esports
227,Champions Tour 2024: Americas Stage 1,G2 Esports,MIBR,2024-04-27 17:00:00,Bo3,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",2,G2 Esports
228,Champions Tour 2024: Americas Stage 1,Sentinels,LOUD,2024-04-27 19:05:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",2,LOUD
229,Champions Tour 2024: Americas Stage 1,Cloud9,FURIA,2024-04-28 17:00:00,Bo3,"[{'Team': 'FUR', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",3,Cloud9
230,Champions Tour 2024: Americas Stage 1,NRG Esports,Evil Geniuses,2024-04-28 19:55:00,Bo3,"[{'Team': 'NRG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",3,Evil Geniuses
231,Champions Tour 2024: Americas Stage 1,KRÜ Esports,100 Thieves,2024-04-29 17:00:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",3,KRÜ Esports
232,Champions Tour 2024: Americas Stage 1,Sentinels,FURIA,2024-05-03 20:00:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,Sentinels
233,Champions Tour 2024: Americas Stage 1,NRG Esports,100 Thieves,2024-05-04 17:00:00,Bo3,"[{'Team': 'NRG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Split'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",2,100 Thieves
234,Champions Tour 2024: Americas Stage 1,KRÜ Esports,LEVIATÁN,2024-05-04 19:20:00,Bo3,"[{'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,LEVIATÁN
235,Champions Tour 2024: Americas Stage 1,Cloud9,MIBR,2024-05-05 17:00:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",2,Cloud9
236,Champions Tour 2024: Americas Stage 1,G2 Esports,LOUD,2024-05-05 19:35:00,Bo3,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",2,LOUD
237,Champions Tour 2024: Americas Stage 1,Cloud9,G2 Esports,2024-05-08 17:00:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,G2 Esports
238,Champions Tour 2024: Americas Stage 1,100 Thieves,LOUD,2024-05-08 19:25:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",2,100 Thieves
239,Champions Tour 2024: Americas Stage 1,KRÜ Esports,G2 Esports,2024-05-09 17:00:00,Bo3,"[{'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",2,G2 Esports
240,Champions Tour 2024: Americas Stage 1,LEVIATÁN,100 Thieves,2024-05-09 19:05:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",3,100 Thieves
241,Champions Tour 2024: Americas Stage 1,G2 Esports,100 Thieves,2024-05-10 17:00:00,Bo3,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",3,100 Thieves
242,Champions Tour 2024: Americas Stage 1,KRÜ Esports,LEVIATÁN,2024-05-10 20:00:00,Bo3,"[{'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",3,LEVIATÁN
243,Champions Tour 2024: Americas Stage 1,G2 Esports,LEVIATÁN,2024-05-11 17:00:00,Bo5,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",5,G2 Esports
244,Champions Tour 2024: Americas Stage 1,100 Thieves,G2 Esports,2024-05-12 17:00:00,Bo5,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",3,100 Thieves
245,Champions Tour 2024: Masters Shanghai,G2 Esports,T1,2024-05-23 04:00:00,Bo3,"[{'Team': 'T1', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,G2 Esports
246,Champions Tour 2024: Masters Shanghai,FunPlus Phoenix,FUT Esports,2024-05-23 07:10:00,Bo3,"[{'Team': 'FUT', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",3,FunPlus Phoenix
247,Champions Tour 2024: Masters Shanghai,Gen.G,LEVIATÁN,2024-05-24 04:00:00,Bo3,"[{'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",3,Gen.G
248,Champions Tour 2024: Masters Shanghai,Team Heretics,Dragon Ranger Gaming,2024-05-24 07:00:00,Bo3,"[{'Team': 'DRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'DRG', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",2,Team Heretics
249,Champions Tour 2024: Masters Shanghai,FunPlus Phoenix,Gen.G,2024-05-25 04:00:00,Bo3,"[{'Team': 'GEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",3,Gen.G
250,Champions Tour 2024: Masters Shanghai,G2 Esports,Team Heretics,2024-05-25 07:40:00,Bo3,"[{'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",3,G2 Esports
251,Champions Tour 2024: Masters Shanghai,LEVIATÁN,T1,2024-05-26 04:00:00,Bo3,"[{'Team': 'T1', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'T1', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'T1', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,LEVIATÁN
252,Champions Tour 2024: Masters Shanghai,Dragon Ranger Gaming,FUT Esports,2024-05-26 06:10:00,Bo3,"[{'Team': 'FUT', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'DRG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,FUT Esports
253,Champions Tour 2024: Masters Shanghai,FunPlus Phoenix,Team Heretics,2024-05-27 04:00:00,Bo3,"[{'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",3,Team Heretics
254,Champions Tour 2024: Masters Shanghai,FUT Esports,LEVIATÁN,2024-05-27 07:35:00,Bo3,"[{'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",3,FUT Esports
255,Champions Tour 2024: Masters Shanghai,100 Thieves,FUT Esports,2024-05-30 04:00:00,Bo3,"[{'Team': 'FUT', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Split'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",2,100 Thieves
256,Champions Tour 2024: Masters Shanghai,FNATIC,Gen.G,2024-05-30 06:00:00,Bo3,"[{'Team': 'GEN', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",3,Gen.G
257,Champions Tour 2024: Masters Shanghai,Paper Rex,G2 Esports,2024-05-31 04:00:00,Bo3,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",3,G2 Esports
258,Champions Tour 2024: Masters Shanghai,EDward Gaming,Team Heretics,2024-05-31 07:00:00,Bo3,"[{'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",2,Team Heretics
259,Champions Tour 2024: Masters Shanghai,FUT Esports,FNATIC,2024-06-01 04:00:00,Bo3,"[{'Team': 'FUT', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",3,FUT Esports
260,Champions Tour 2024: Masters Shanghai,Paper Rex,EDward Gaming,2024-06-01 07:00:00,Bo3,"[{'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",2,Paper Rex
